Timestamp,Username,Name,Email,Phone Number,Date,Time Start,Court Room Number,Judge Name 1,Judge Name 2,Notes,Attorneys Present,The judge was impartial,Explanation,The judge was professional,Explanation.1,The judge was rational,Explanation.2,The judge was compassionate,Explanation.3,The judge was respectful,Explanation.4,The judge was unbiased,Explanation.5,The judge was patient,Explanation.6,The judge was audible,Explanation.7,The judge was intelligible,Explanation.8,The judge's questions were relevant,Explanation.9,The judge's decision was understandable,Explanation.10,The judge was considerate,Explanation.11,The judge was punctual,Explanation.12,The judge was attentive,Explanation.13,The judge was prepared,Explanation.14,The judge was authoritative,Explanation.15,Is there anything else you wish to address?,Unnamed: 45
2021/07/19 09:30:00,Teresa Sellers,andreamoses@gmail.com,Teresa Sellers,,2021/07/19,9:30:00,Chicago Courtroom 506,Taylor Graham,,,Crystal Dorsey,Agree,,Agree,,Agree,,Agree,,Agree,,Neutral,,Agree,,Agree,,Agree,,Strongly Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,proper steps so far it appears,
2021/07/13 09:30:00,Charles Spencer,barbara90@gmail.com,Charles Spencer,,2021/07/13,9:30:00,Bridgeview Courtroom 103,Wanda Cox,,,Elizabeth Gregory,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Neutral,,Strongly Disagree,,Neutral,,Agree,,Strongly Agree,,,
2021/02/22 10:00:00,Kenneth Shepherd,angela18@mayo-griffin.com,Kenneth Shepherd,,2021/02/22,10:00:00,Chicago Courtroom 100,Joshua Rodriguez,,,,Strongly Agree,,Agree,,Strongly Agree,,Disagree,,Agree,,Strongly Agree,,Agree,,Agree,,Strongly Disagree,,Agree,,Strongly Disagree,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,already served part of a long term and his attorney,
2021/06/03 10:30:00,Katie King,pattersonchristopher@hotmail.com,Katie King,,2021/06/03,10:30:00,Chicago Courtroom 100,Courtney Hall,,,,Disagree,,Strongly Disagree,,Agree,,Disagree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Neutral,,Disagree,,Strongly Disagree,,Agree,,The Court was...,
2021/12/13 09:30:00,James Williams,jaredboyd@jensen-fowler.com,James Williams,,2021/12/13,9:30:00,Chicago Courtroom 100,Glenn Buck,,,Erika Caldwell,Strongly Agree,,Disagree,,Strongly Agree,,Neutral,,Strongly Disagree,,Strongly Agree,,Strongly Disagree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Strongly Agree,,Neutral,,Strongly Agree,,,
2021/12/13 12:00:00,Jorge Steele,barbarawilson@brown.com,Jorge Steele,,2021/12/13,12:00:00,Chicago Courtroom 100,,,,,Agree,,Neutral,,Agree,,Strongly Agree,,Neutral,,Disagree,,Agree,,Neutral,,Agree,,Agree,,Strongly Agree,,Strongly Disagree,,Agree,,Strongly Agree,,Disagree,,Agree,,,
2021/01/21 09:00:00,Jessica Fisher,woodchristopher@martin-cummings.com,Jessica Fisher,,2021/01/21,9:00:00,Chicago Courtroom 100,Tammy Hernandez,,,Robert Morales,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Neutral,,Disagree,,Strongly Agree,,Disagree,,Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Disagree,,already served part of a long term and his attorney,
2021/12/21 11:00:00,Amanda Wood,sabrinagreen@yahoo.com,Amanda Wood,,2021/12/21,11:00:00,Chicago Courtroom 400,Susan Taylor,,,Jay Gates,Strongly Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Strongly Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Disagree,,Neutral,,was very understanding of folks,
2021/12/27 12:00:00,Amanda Wood,sabrinagreen@yahoo.com,Amanda Wood,,2021/12/27,12:00:00,Chicago Courtroom 100,,,,Mario Walters,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Agree,,Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,The defendant...,
2021/10/18 12:30:00,Heather Mills,omercado@yahoo.com,Heather Mills,,2021/10/18,12:30:00,Chicago Courtroom 100,Mary Barnes,,,,Disagree,,Strongly Agree,,Agree,,Neutral,,Agree,,Agree,,Agree,,Strongly Disagree,,Strongly Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Agree,,proper steps so far it appears,
2021/06/07 10:30:00,Haley Cowan,david94@ortega-moss.com,Haley Cowan,,2021/06/07,10:30:00,Chicago Courtroom 102,Kristin Rodriguez,,,Mr. John Johnston MD,Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Neutral,,Agree,,Agree,,Strongly Disagree,,Agree,,Agree,,Strongly Agree,,Agree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Offered a continuance due to private...,
2021/02/23 10:30:00,Shannon Gross,lisagonzalez@wells.org,Shannon Gross,,2021/02/23,10:30:00,Chicago Courtroom 203,,,,Crystal Dorsey,Agree,,Strongly Agree,,Strongly Disagree,,Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Agree,,Disagree,,Neutral,,Agree,,Agree,,Neutral,,Neutral,,Strongly Agree,,The hearing went quickly,
2021/01/01 09:00:00,Sarah Ward,marvin16@hotmail.com,Sarah Ward,,2021/01/01,9:00:00,Chicago Courtroom 102,Miguel Miller,,,Ms. Patricia Liu,Strongly Agree,,Disagree,,Strongly Disagree,,Agree,,Neutral,,Neutral,,Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Neutral,,Neutral,,,
2021/05/14 10:00:00,Jeffrey James,hannahpena@gmail.com,Jeffrey James,,2021/05/14,10:00:00,Chicago Courtroom 100,Lawrence Bradley,,,Michael Noble,Strongly Disagree,,Strongly Agree,,Disagree,,Disagree,,Agree,,Agree,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Disagree,,Disagree,,Agree,,Strongly Agree,,,
2021/07/21 09:30:00,Shannon Gross,lisagonzalez@wells.org,Shannon Gross,,2021/07/21,9:30:00,Chicago Courtroom 404,Teresa Harvey,,,,Agree,,Agree,,Strongly Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Disagree,,Neutral,,Neutral,,Strongly Disagree,,Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,I think the judge was transparent...,
2021/12/01 09:00:00,Robin Nelson,arthurroman@gmail.com,Robin Nelson,,2021/12/01,9:00:00,Chicago Courtroom 100,Christina Potter,,,Joseph Brown,Neutral,,Neutral,,Strongly Agree,,Strongly Agree,,Agree,,Disagree,,Strongly Disagree,,Neutral,,Strongly Agree,,Agree,,Disagree,,Neutral,,Strongly Disagree,,Strongly Agree,,Agree,,Strongly Agree,,,
2021/03/29 11:00:00,Jennifer Blackburn,smithdenise@melton-goodman.info,Jennifer Blackburn,,2021/03/29,11:00:00,Chicago Courtroom 100,Dorothy Rodriguez,,,Candice Burke,Strongly Disagree,,Agree,,Neutral,,Strongly Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Agree,,Neutral,,Agree,,Disagree,,Strongly Agree,,Strongly Disagree,,Agree,,Strongly Agree,,Agree,,Everything seemed,
2021/10/06 09:00:00,Joseph Chaney,patrick92@hill.com,Joseph Chaney,,2021/10/06,9:00:00,Chicago Courtroom 400,,,,Andre Shaw,Neutral,,Agree,,Disagree,,Agree,,Strongly Agree,,Strongly Disagree,,Strongly Agree,,Neutral,,Strongly Agree,,Disagree,,Strongly Disagree,,Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Disagree,,The police officer was...,
2021/05/06 10:00:00,Terry Ortiz,jamesjones@white.com,Terry Ortiz,,2021/05/06,10:00:00,Chicago Courtroom 604,Joseph Hayden,,,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Neutral,,Strongly Agree,,Disagree,,Disagree,,Strongly Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,Disagree,,Agree,,Agree,,Disagree,,,
2021/09/15 09:30:00,Clinton English,garciajoseph@gmail.com,Clinton English,,2021/09/15,9:30:00,Chicago Courtroom 102,,,,,Agree,,Agree,,Strongly Disagree,,Agree,,Agree,,Agree,,Agree,,Strongly Disagree,,Disagree,,Neutral,,Agree,,Disagree,,Neutral,,Neutral,,Agree,,Strongly Disagree,,I could not...,
2021/12/02 12:30:00,Jason Davis,susan82@yahoo.com,Jason Davis,,2021/12/02,12:30:00,Chicago Courtroom 100,,,,Amanda Marsh,Neutral,,Neutral,,Disagree,,Strongly Agree,,Agree,,Agree,,Agree,,Disagree,,Agree,,Agree,,Agree,,Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Agree,,The Judge was...,
2021/09/10 12:00:00,Amanda Padilla,charlesgarcia@glover.com,Amanda Padilla,,2021/09/10,12:00:00,Chicago Courtroom 100,,,,Amanda Smith,Neutral,,Neutral,,Strongly Agree,,Agree,,Agree,,Neutral,,Agree,,Strongly Disagree,,Agree,,Agree,,Neutral,,Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,,
2021/12/20 12:30:00,Jason Davis,susan82@yahoo.com,Jason Davis,,2021/12/20,12:30:00,Chicago Courtroom 100,,,,,Disagree,,Strongly Disagree,,Neutral,,Disagree,,Agree,,Neutral,,Strongly Disagree,,Disagree,,Agree,,Agree,,Disagree,,Strongly Agree,,Strongly Disagree,,Agree,,Strongly Agree,,Disagree,,,
2021/05/21 09:30:00,Timothy Ferguson,trobinson@beltran.com,Timothy Ferguson,,2021/05/21,9:30:00,Chicago Courtroom 307,,,,,Agree,,Neutral,,Agree,,Strongly Agree,,Strongly Disagree,,Agree,,Agree,,Disagree,,Disagree,,Neutral,,Agree,,Strongly Disagree,,Neutral,,Disagree,,Strongly Agree,,Agree,,The attorney was...,
2021/07/08 09:30:00,Lisa Crawford,obarrera@turner.com,Lisa Crawford,,2021/07/08,9:30:00,Chicago Courtroom 504,Eric Bennett,,,,Disagree,,Strongly Disagree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Neutral,,Agree,,Neutral,,Agree,,Strongly Disagree,,Disagree,,The police officer was...,
2021/11/24 09:30:00,Robin Nelson,arthurroman@gmail.com,Robin Nelson,,2021/11/24,9:30:00,Chicago Courtroom 205,Tamara Perez,,,Morgan Cooper,Strongly Agree,,Neutral,,Agree,,Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Neutral,,Agree,,Agree,,Strongly Agree,,Agree,,Neutral,,Neutral,,Disagree,,Offered a continuance due to private...,
2021/05/03 12:00:00,Katie King,pattersonchristopher@hotmail.com,Katie King,,2021/05/03,12:00:00,Chicago Courtroom 502,Justin Roberts,,,Kimberly Nash,Disagree,,Disagree,,Neutral,,Agree,,Disagree,,Agree,,Agree,,Disagree,,Disagree,,Disagree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,,
2021/08/31 10:30:00,Jose Escobar,dianegould@liu.com,Jose Escobar,,2021/08/31,10:30:00,Chicago Courtroom 602,Crystal Baker,,,,Agree,,Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Disagree,,Neutral,,Neutral,,Disagree,,Strongly Agree,,Neutral,,Agree,,,
2021/10/13 10:00:00,Theresa Fisher,sarahuynh@yahoo.com,Theresa Fisher,,2021/10/13,10:00:00,Chicago Courtroom 306,Lawrence Whitney,,,,Strongly Disagree,,Strongly Agree,,Disagree,,Neutral,,Strongly Agree,,Neutral,,Strongly Agree,,Disagree,,Strongly Agree,,Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Agree,,Agree,,I think the judge was transparent...,
2021/03/31 09:30:00,Joshua Williams,grahamapril@armstrong-perez.net,Joshua Williams,,2021/03/31,9:30:00,Chicago Courtroom 100,Elizabeth Romero,,,Jerry Pruitt,Neutral,,Disagree,,Agree,,Agree,,Agree,,Neutral,,Neutral,,Disagree,,Strongly Agree,,Agree,,Disagree,,Strongly Agree,,Neutral,,Disagree,,Neutral,,Neutral,,,
2021/02/18 10:00:00,Joseph Middleton,jenkinsanita@hotmail.com,Joseph Middleton,,2021/02/18,10:00:00,Chicago Courtroom 100,Taylor Graham,,,William Beltran,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Neutral,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,,
2021/10/08 09:30:00,Teresa Sellers,andreamoses@gmail.com,Teresa Sellers,,2021/10/08,9:30:00,Chicago Courtroom 100,Pamela Mccoy,,,,Neutral,,Disagree,,Strongly Disagree,,Agree,,Strongly Agree,,Neutral,,Disagree,,Agree,,Agree,,Strongly Agree,,Disagree,,Strongly Disagree,,Neutral,,Strongly Disagree,,Strongly Agree,,Neutral,,I think the judge was transparent...,
2021/04/07 12:30:00,Ryan Castillo,jonathanmcdonald@yahoo.com,Ryan Castillo,,2021/04/07,12:30:00,Chicago Courtroom 100,Jamie Erickson,,,Johnny Green,Strongly Agree,,Neutral,,Agree,,Agree,,Disagree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,The hearing went quickly,
2021/07/07 12:00:00,Robin Nelson,arthurroman@gmail.com,Robin Nelson,,2021/07/07,12:00:00,Chicago Courtroom 100,Juan Gomez,,,,Neutral,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,Agree,,Strongly Disagree,,Agree,,Agree,,Strongly Agree,,Strongly Disagree,,Disagree,,Strongly Disagree,,Strongly Agree,,Strongly Disagree,,,
2021/06/18 12:30:00,Jennifer Miles,aburton@osborne.com,Jennifer Miles,,2021/06/18,12:30:00,Chicago Courtroom 100,Yolanda Clark,,,Debra Dorsey,Strongly Agree,,Strongly Agree,,Agree,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Strongly Disagree,,Neutral,,Neutral,,Strongly Agree,,Agree,,Strongly Disagree,,Neutral,,Agree,,The Judge was...,
2021/12/24 09:30:00,Shaun Chandler,mcantu@yahoo.com,Shaun Chandler,,2021/12/24,9:30:00,Chicago Courtroom 101,,,,Ann Dickerson,Neutral,,Strongly Agree,,Strongly Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Disagree,,Strongly Disagree,,Agree,,Strongly Agree,,Disagree,,Agree,,Disagree,,Disagree,,,
2021/02/17 09:30:00,Matthew Warner,james21@harmon.org,Matthew Warner,,2021/02/17,9:30:00,Chicago Courtroom 604,Taylor Townsend,,,Sarah Rose,Neutral,,Strongly Agree,,Disagree,,Agree,,Strongly Agree,,Agree,,Agree,,Disagree,,Agree,,Strongly Agree,,Neutral,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,PD asked for community service,
2021/10/01 12:00:00,Cheyenne Harris,alisonlopez@kim.com,Cheyenne Harris,,2021/10/01,12:00:00,Chicago Courtroom 308,Amanda Thornton,,,,Agree,,Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Disagree,,Disagree,,Neutral,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,The Judge was...,
2021/08/20 12:30:00,Heather Mills,omercado@yahoo.com,Heather Mills,,2021/08/20,12:30:00,Chicago Courtroom 3A15,,,,Jennifer Mitchell,Agree,,Strongly Agree,,Agree,,Disagree,,Strongly Disagree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Disagree,,Agree,,Neutral,,Strongly Disagree,,Strongly Agree,,Agree,,The man said...,
2021/05/03 09:30:00,Lisa Crawford,obarrera@turner.com,Lisa Crawford,,2021/05/03,9:30:00,Chicago Courtroom 100,Amanda Smith,,,Arthur Zuniga,Agree,,Disagree,,Neutral,,Disagree,,Strongly Agree,,Strongly Disagree,,Agree,,Neutral,,Neutral,,Neutral,,Strongly Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,,
2021/11/26 12:30:00,Lisa Rangel,danielbrown@yahoo.com,Lisa Rangel,,2021/11/26,12:30:00,Chicago Courtroom 100,Tiffany Soto,,,,Strongly Agree,,Disagree,,Agree,,Strongly Disagree,,Neutral,,Agree,,Agree,,Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Disagree,,Agree,,,
2021/04/27 10:00:00,Whitney Kent,colleen34@fowler.biz,Whitney Kent,,2021/04/27,10:00:00,Chicago Courtroom 102,Danielle Nguyen,,,William Parker,Neutral,,Strongly Agree,,Agree,,Agree,,Neutral,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Strongly Agree,,Neutral,,Defendant did not have an attorney,
2021/10/07 09:30:00,Joseph Jones,ystone@gmail.com,Joseph Jones,,2021/10/07,9:30:00,Chicago Courtroom 100,Maria Morales,,,,Neutral,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,Neutral,,Disagree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Neutral,,Agree,,judge apologized for using male pronouns ,
2021/06/22 09:30:00,Ronald Miller,randywilliams@long-martin.biz,Ronald Miller,,2021/06/22,9:30:00,Bridgeview Courtroom 103,,,,Robert Ramos,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,Agree,,Neutral,,Disagree,,Strongly Disagree,,Disagree,,Strongly Agree,,Neutral,,Strongly Disagree,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,Disagree,,The hearing went quickly,
2021/06/02 09:30:00,Theresa Schroeder,wheelertyler@gmail.com,Theresa Schroeder,,2021/06/02,9:30:00,Chicago Courtroom 706,Charles Thomas,,,,Disagree,,Strongly Disagree,,Agree,,Strongly Agree,,Strongly Disagree,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,Agree,,Disagree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,The defendant...,
2021/03/30 10:30:00,Jennifer Blackburn,smithdenise@melton-goodman.info,Jennifer Blackburn,,2021/03/30,10:30:00,Chicago Courtroom 100,Barbara Marshall MD,,,,Neutral,,Agree,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Agree,,Strongly Disagree,,Defendant did not have an attorney,
2021/02/03 09:00:00,Joseph Jones,ystone@gmail.com,Joseph Jones,,2021/02/03,9:00:00,Chicago Courtroom 100,,,,,Disagree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Disagree,,Strongly Agree,,Neutral,,Agree,,Strongly Agree,,Disagree,,Strongly Agree,,Neutral,,Neutral,,Neutral,,Strongly Disagree,,Agree,,,
2021/07/02 10:30:00,Timothy Ferguson,trobinson@beltran.com,Timothy Ferguson,,2021/07/02,10:30:00,Chicago Courtroom 205,Larry Gregory,,,David Gray,Strongly Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,Neutral,,Agree,,Disagree,,Agree,,Disagree,,Strongly Disagree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Strongly Agree,,patient,
2021/11/03 12:30:00,Theresa Fisher,sarahuynh@yahoo.com,Theresa Fisher,,2021/11/03,12:30:00,Chicago Courtroom 100,,,,Patrick Butler,Strongly Disagree,,Disagree,,Strongly Agree,,Disagree,,Agree,,Neutral,,Agree,,Agree,,Disagree,,Agree,,Strongly Disagree,,Strongly Agree,,Agree,,Agree,,Neutral,,Strongly Agree,,The Judge was...,
2021/04/14 12:30:00,Joshua Williams,grahamapril@armstrong-perez.net,Joshua Williams,,2021/04/14,12:30:00,Chicago Courtroom 306,Audrey Harmon,,,,Agree,,Strongly Agree,,Agree,,Neutral,,Neutral,,Neutral,,Neutral,,Neutral,,Agree,,Strongly Agree,,Neutral,,Agree,,Strongly Disagree,,Strongly Disagree,,Neutral,,Strongly Agree,,Defendant did not have an attorney,
2021/06/02 11:00:00,Timothy Mclaughlin,terribrown@mendoza.com,Timothy Mclaughlin,,2021/06/02,11:00:00,Chicago Courtroom 100,William Williams,,,,Disagree,,Agree,,Agree,,Neutral,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Agree,,Strongly Agree,,Strongly Disagree,,Agree,,Neutral,,Strongly Agree,,Strongly Disagree,,Strongly Agree,,The man said...,
2021/01/07 09:00:00,Theresa Fisher,sarahuynh@yahoo.com,Theresa Fisher,,2021/01/07,9:00:00,Chicago Courtroom 600,,,,,Neutral,,Neutral,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Disagree,,Neutral,,Agree,,Agree,,Strongly Disagree,,Agree,,Neutral,,I could not...,
2021/02/09 11:00:00,Nicole Chandler,amythompson@lee-leblanc.com,Nicole Chandler,,2021/02/09,11:00:00,Chicago Courtroom 100,Cory Smith,,,,Strongly Disagree,,Strongly Disagree,,Agree,,Strongly Disagree,,Agree,,Neutral,,Neutral,,Strongly Disagree,,Strongly Agree,,Disagree,,Neutral,,Neutral,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,proper steps so far it appears,
2021/05/21 09:00:00,Charles Spencer,barbara90@gmail.com,Charles Spencer,,2021/05/21,9:00:00,Chicago Courtroom 100,Melanie Harmon,,,Christina Ramirez,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Disagree,,Strongly Agree,,Agree,,Strongly Disagree,,Strongly Agree,,Agree,,,
2021/11/08 12:30:00,Ryan Castillo,jonathanmcdonald@yahoo.com,Ryan Castillo,,2021/11/08,12:30:00,Chicago Courtroom 100,Michael Pruitt,,,Nancy Fox,Agree,,Strongly Disagree,,Neutral,,Agree,,Strongly Agree,,Strongly Disagree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,The attorney was...,
2021/08/31 12:30:00,Cassie Bailey,jgreen@hotmail.com,Cassie Bailey,,2021/08/31,12:30:00,Chicago Courtroom 205,Brenda Long,,,Bonnie Padilla,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,Strongly Disagree,,Agree,,Neutral,,Strongly Disagree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,Agree,,Agree,,judge apologized for using male pronouns ,
2021/02/03 12:00:00,Marc Flores,joshuajohnson@hotmail.com,Marc Flores,,2021/02/03,12:00:00,Chicago Courtroom 100,,,,Elizabeth Gregory,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,Neutral,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Strongly Agree,,patient,
2021/09/21 12:30:00,Eric Dennis,jennifer09@wilson-valdez.org,Eric Dennis,,2021/09/21,12:30:00,Chicago Courtroom 302,Erica Nguyen,,,Tina Freeman,Agree,,Disagree,,Strongly Disagree,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Neutral,,Strongly Disagree,,Strongly Disagree,,Strongly Agree,,Neutral,,Agree,,Neutral,,Strongly Agree,,Agree,,The Judge was...,
2021/06/07 12:30:00,Daniel Davis,yhernandez@mccoy-malone.org,Daniel Davis,,2021/06/07,12:30:00,Chicago Courtroom 100,,,,Veronica Bolton,Strongly Disagree,,Strongly Disagree,,Strongly Agree,,Strongly Disagree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Disagree,,Agree,,Disagree,,Agree,,Agree,,Strongly Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,was very understanding of folks,
2021/01/18 12:00:00,Shaun Chandler,mcantu@yahoo.com,Shaun Chandler,,2021/01/18,12:00:00,Chicago Courtroom 102,Derek Lopez,,,Lori Kidd,Agree,,Agree,,Neutral,,Neutral,,Agree,,Strongly Agree,,Agree,,Agree,,Strongly Disagree,,Agree,,Agree,,Strongly Disagree,,Neutral,,Strongly Disagree,,Neutral,,Strongly Disagree,,The attorney was...,
2021/10/12 11:00:00,Heather Bullock,adavenport@yahoo.com,Heather Bullock,,2021/10/12,11:00:00,Chicago Courtroom 205,,,,Jay Lee,Strongly Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,Agree,,Neutral,,Agree,,Agree,,Agree,,Strongly Agree,,Neutral,,Disagree,,Neutral,,Agree,,Strongly Disagree,,Neutral,,The man said...,
2021/04/16 09:00:00,Marc Flores,joshuajohnson@hotmail.com,Marc Flores,,2021/04/16,9:00:00,Chicago Courtroom 102,,,,Madison Scott,Disagree,,Disagree,,Agree,,Strongly Agree,,Agree,,Strongly Disagree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,Neutral,,Agree,,Defendant did not have an attorney,
2021/04/13 12:30:00,Amanda Wood,sabrinagreen@yahoo.com,Amanda Wood,,2021/04/13,12:30:00,Chicago Courtroom 301,,,,,Strongly Agree,,Strongly Disagree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,Strongly Disagree,,Neutral,,patient,
2021/01/19 12:30:00,Kathleen Riggs,samanthahall@gmail.com,Kathleen Riggs,,2021/01/19,12:30:00,Chicago Courtroom 301,Christina Boyd,,,Michael Noble,Neutral,,Disagree,,Agree,,Neutral,,Strongly Agree,,Neutral,,Strongly Disagree,,Agree,,Disagree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Neutral,,Disagree,,Offered a continuance due to private...,
2021/10/21 09:30:00,Jill Weaver,ramirezandrew@gmail.com,Jill Weaver,,2021/10/21,9:30:00,Chicago Courtroom 100,Michael Hayden,,,Amanda Marsh,Neutral,,Strongly Disagree,,Neutral,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Disagree,,Neutral,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,,
2021/01/18 12:00:00,Amanda Wood,sabrinagreen@yahoo.com,Amanda Wood,,2021/01/18,12:00:00,Chicago Courtroom 100,Amber Martinez,,,Alexis Hill,Agree,,Agree,,Agree,,Agree,,Agree,,Strongly Disagree,,Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Disagree,,Neutral,,Agree,,and the judge explained to defendant,
2021/06/16 12:30:00,Deanna Jimenez,carolsmith@gmail.com,Deanna Jimenez,,2021/06/16,12:30:00,Chicago Courtroom 700,Gloria Allen,,,Philip Lee,Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Neutral,,Agree,,Strongly Agree,,Neutral,,Neutral,,Strongly Disagree,,Disagree,,Strongly Disagree,,Neutral,,Agree,,Offered a continuance due to private...,
